Stage,Writing,Audio_Name,English,Japanese,sentence
3,27_The Rise of Childhood Obesity（1）,sentence_3_27_04,"Children today often eat fast food more frequently than in the past, and many drink soft drinks every day.",今日の子どもたちは過去に比べて頻繁にファストフードを食べ、毎日ソフトドリンクを飲むことも多いです。,4
3,27_The Rise of Childhood Obesity（1）,sentence_3_27_05,"This change in diet means that children take in more calories than they can use, which leads to weight gain.",この食生活の変化により、消費できる以上のカロリーを摂取し、体重増加につながります。,5
3,28_The Rise of Childhood Obesity（2）,sentence_3_28_00,"　The shift toward more screen time is another important factor. Children who spend hours watching TV or playing video games are less active. This makes it harder for them to maintain a healthy balance between diet and exercise.
　Scientists agree that a combination of diet, activity level, and lifestyle changes is driving the increase in childhood obesity. There is also evidence that genetics, family income, and the food environment in schools may play a role. Thus, although diet and exercise are central issues, we cannot yet say that they are the only reasons for the rapid rise in childhood obesity.","　スクリーンタイムの増加も重要な要因です。何時間もテレビを見たりビデオゲームをしたりする子どもたちは、運動量が少なくなります。そのため、食事と運動の健康的なバランスを保つことが難しくなります。
　科学者たちは、食事、活動量、そして生活習慣の変化の組み合わせが子どもの肥満増加を引き起こしていると一致して考えています。また、遺伝、家庭の収入、さらには学校での食環境も関係しているという証拠もあります。したがって、食事と運動が中心的な問題であることは確かですが、子どもの肥満が急増している理由がそれだけであるとはまだ言えません。",0
3,28_The Rise of Childhood Obesity（2）,sentence_3_28_01,The shift toward more screen time is another important factor.,スクリーンタイムの増加も重要な要因です。,1
3,28_The Rise of Childhood Obesity（2）,sentence_3_28_02,Children who spend hours watching TV or playing video games are less active.,何時間もテレビを見たりビデオゲームをしたりする子どもたちは、運動量が少なくなります。,2
3,28_The Rise of Childhood Obesity（2）,sentence_3_28_03,This makes it harder for them to maintain a healthy balance between diet and exercise.,そのため、食事と運動の健康的なバランスを保つことが難しくなります。,3
3,28_The Rise of Childhood Obesity（2）,sentence_3_28_04,"Scientists agree that a combination of diet, activity level, and lifestyle changes is driving the increase in childhood obesity.",科学者たちは、食事、活動量、そして生活習慣の変化の組み合わせが子どもの肥満増加を引き起こしていると一致して考えています。,4
3,28_The Rise of Childhood Obesity（2）,sentence_3_28_05,"There is also evidence that genetics, family income, and the food environment in schools may play a role.",また、遺伝、家庭の収入、さらには学校での食環境も関係しているという証拠もあります。,5
3,28_The Rise of Childhood Obesity（2）,sentence_3_28_06,"Thus, although diet and exercise are central issues, we cannot yet say that they are the only reasons for the rapid rise in childhood obesity.",したがって、食事と運動が中心的な問題であることは確かですが、子どもの肥満が急増している理由がそれだけであるとはまだ言えません。,6
3,29_The Value of Learning Mathematics（1）,sentence_3_29_00,"　People may decide to study mathematics for various reasons. They may do so in order to pass important examinations at school or university, or to prepare for future studies in science and engineering. Business people may need to understand statistics and data analysis in order to make better financial decisions. Scientists may realize the importance of using mathematics to describe natural phenomena and to test their theories accurately. Ordinary people may also find that basic mathematical skills are necessary for daily life, such as calculating expenses or understanding information in the news.",　人々が数学を学ぼうと決める理由はさまざまです。それは学校や大学での重要な試験に合格するためであったり、将来の科学や工学の学習に備えるためであったりします。ビジネスに携わる人々は、より良い財務判断を下すために統計やデータ分析を理解する必要があるかもしれません。科学者たちは、自然現象を記述し、自らの理論を正確に検証するために数学を用いる重要性を理解しているでしょう。一般の人々もまた、出費の計算やニュースの情報を理解するなど、日常生活において基本的な数学の技能が必要であることに気づきます。,0
